timestamp,topic,value,status
2026-05-05 16:48:26,aquanet/water/turbidity,6.6,ALERT - Turbidity 6.6 NTU exceeds 5.0
2026-05-05 16:48:26,aquanet/water/ecoli,14000.0,ALERT - E.coli 14000.0 CFU/100ml exceeds 540.0
2026-05-05 16:48:26,aquanet/water/ph,6.99,OK
2026-05-05 16:48:26,aquanet/water/nitrate,0.137,OK
2026-05-05 16:48:26,aquanet/hydraulic/pressure,4.7,OK
2026-05-05 16:48:26,aquanet/hydraulic/flowrate,79.6,OK
2026-05-05 16:48:26,aquanet/alerts,ALERT E.COLI: 14000.0 CFU/100ml exceeds NPS-FM limit of 540.0 - BACTERIAL CONTAMINATION DETECTED,ALERT
2026-05-05 16:48:26,aquanet/alerts,ALERT TURBIDITY: 6.6 NTU exceeds 5.0 NTU - TREATMENT REQUIRED,ALERT
2026-05-05 16:48:26,aquanet/alerts,ALERT PRESSURE HIGH: 4.7 bar exceeds 4.0 bar - PIPE BURST RISK,ALERT
2026-05-05 16:48:36,aquanet/water/turbidity,29.0,ALERT - Turbidity 29.0 NTU exceeds 5.0
2026-05-05 16:48:36,aquanet/water/ecoli,2100.0,ALERT - E.coli 2100.0 CFU/100ml exceeds 540.0
2026-05-05 16:48:36,aquanet/water/ph,6.93,OK
2026-05-05 16:48:36,aquanet/water/nitrate,0.4,OK
2026-05-05 16:48:36,aquanet/hydraulic/pressure,4.64,OK
2026-05-05 16:48:36,aquanet/hydraulic/flowrate,87.1,OK
2026-05-05 16:48:36,aquanet/alerts,ALERT E.COLI: 2100.0 CFU/100ml exceeds NPS-FM limit of 540.0 - BACTERIAL CONTAMINATION DETECTED,ALERT
2026-05-05 16:48:36,aquanet/alerts,ALERT TURBIDITY: 29.0 NTU exceeds 5.0 NTU - TREATMENT REQUIRED,ALERT
2026-05-05 16:48:36,aquanet/alerts,ALERT PRESSURE HIGH: 4.64 bar exceeds 4.0 bar - PIPE BURST RISK,ALERT
2026-05-05 16:48:46,aquanet/water/turbidity,7.6,ALERT - Turbidity 7.6 NTU exceeds 5.0
2026-05-05 16:48:46,aquanet/water/ecoli,1200.0,ALERT - E.coli 1200.0 CFU/100ml exceeds 540.0
2026-05-05 16:48:46,aquanet/water/ph,6.72,OK
2026-05-05 16:48:46,aquanet/water/nitrate,0.51,OK
2026-05-05 16:48:46,aquanet/hydraulic/pressure,5.12,ALERT - Pressure 5.12 bar exceeds 5.0
2026-05-05 16:48:46,aquanet/hydraulic/flowrate,82.1,OK
2026-05-05 16:48:46,aquanet/alerts,ALERT E.COLI: 1200.0 CFU/100ml exceeds NPS-FM limit of 540.0 - BACTERIAL CONTAMINATION DETECTED,ALERT
2026-05-05 16:48:46,aquanet/alerts,ALERT TURBIDITY: 7.6 NTU exceeds 5.0 NTU - TREATMENT REQUIRED,ALERT
2026-05-05 16:48:46,aquanet/alerts,ALERT PRESSURE HIGH: 5.12 bar exceeds 4.0 bar - PIPE BURST RISK,ALERT
2026-05-05 16:48:56,aquanet/water/turbidity,10.2,ALERT - Turbidity 10.2 NTU exceeds 5.0
2026-05-05 16:48:56,aquanet/water/ecoli,1700.0,ALERT - E.coli 1700.0 CFU/100ml exceeds 540.0
2026-05-05 16:48:56,aquanet/water/ph,6.84,OK
2026-05-05 16:48:56,aquanet/water/nitrate,0.47,OK
2026-05-05 16:48:56,aquanet/hydraulic/pressure,4.73,OK
2026-05-05 16:48:56,aquanet/hydraulic/flowrate,83.0,OK
2026-05-05 16:48:56,aquanet/alerts,ALERT E.COLI: 1700.0 CFU/100ml exceeds NPS-FM limit of 540.0 - BACTERIAL CONTAMINATION DETECTED,ALERT
2026-05-05 16:48:56,aquanet/alerts,ALERT TURBIDITY: 10.2 NTU exceeds 5.0 NTU - TREATMENT REQUIRED,ALERT
2026-05-05 16:48:56,aquanet/alerts,ALERT PRESSURE HIGH: 4.73 bar exceeds 4.0 bar - PIPE BURST RISK,ALERT
2026-05-05 16:49:06,aquanet/water/turbidity,16.1,ALERT - Turbidity 16.1 NTU exceeds 5.0
2026-05-05 16:49:06,aquanet/water/ecoli,1500.0,ALERT - E.coli 1500.0 CFU/100ml exceeds 540.0
2026-05-05 16:49:06,aquanet/water/ph,6.99,OK
2026-05-05 16:49:06,aquanet/water/nitrate,0.35,OK
2026-05-05 16:49:06,aquanet/hydraulic/pressure,5.16,ALERT - Pressure 5.16 bar exceeds 5.0
2026-05-05 16:49:06,aquanet/hydraulic/flowrate,97.4,OK
2026-05-05 16:49:06,aquanet/alerts,ALERT E.COLI: 1500.0 CFU/100ml exceeds NPS-FM limit of 540.0 - BACTERIAL CONTAMINATION DETECTED,ALERT
2026-05-05 16:49:06,aquanet/alerts,ALERT TURBIDITY: 16.1 NTU exceeds 5.0 NTU - TREATMENT REQUIRED,ALERT
2026-05-05 16:49:06,aquanet/alerts,ALERT PRESSURE HIGH: 5.16 bar exceeds 4.0 bar - PIPE BURST RISK,ALERT
2026-05-05 16:49:16,aquanet/water/turbidity,10.8,ALERT - Turbidity 10.8 NTU exceeds 5.0
2026-05-05 16:49:16,aquanet/water/ecoli,1100.0,ALERT - E.coli 1100.0 CFU/100ml exceeds 540.0
2026-05-05 16:49:16,aquanet/water/ph,6.95,OK
2026-05-05 16:49:16,aquanet/water/nitrate,0.39,OK
2026-05-05 16:49:16,aquanet/hydraulic/pressure,5.27,ALERT - Pressure 5.27 bar exceeds 5.0
2026-05-05 16:49:16,aquanet/hydraulic/flowrate,90.1,OK
2026-05-05 16:49:16,aquanet/alerts,ALERT E.COLI: 1100.0 CFU/100ml exceeds NPS-FM limit of 540.0 - BACTERIAL CONTAMINATION DETECTED,ALERT
2026-05-05 16:49:16,aquanet/alerts,ALERT TURBIDITY: 10.8 NTU exceeds 5.0 NTU - TREATMENT REQUIRED,ALERT
2026-05-05 16:49:16,aquanet/alerts,ALERT PRESSURE HIGH: 5.27 bar exceeds 4.0 bar - PIPE BURST RISK,ALERT
2026-05-05 16:49:26,aquanet/water/turbidity,11.2,ALERT - Turbidity 11.2 NTU exceeds 5.0
2026-05-05 16:49:26,aquanet/water/ecoli,240.0,OK
2026-05-05 16:49:26,aquanet/water/ph,6.9,OK
2026-05-05 16:49:26,aquanet/water/nitrate,0.34,OK
2026-05-05 16:49:26,aquanet/hydraulic/pressure,5.32,ALERT - Pressure 5.32 bar exceeds 5.0
2026-05-05 16:49:26,aquanet/hydraulic/flowrate,81.3,OK
2026-05-05 16:49:26,aquanet/alerts,ALERT TURBIDITY: 11.2 NTU exceeds 5.0 NTU - TREATMENT REQUIRED,ALERT
2026-05-05 16:49:26,aquanet/alerts,ALERT PRESSURE HIGH: 5.32 bar exceeds 4.0 bar - PIPE BURST RISK,ALERT
2026-05-05 16:49:36,aquanet/water/turbidity,11.7,ALERT - Turbidity 11.7 NTU exceeds 5.0
2026-05-05 16:49:36,aquanet/water/ecoli,20000.0,ALERT - E.coli 20000.0 CFU/100ml exceeds 540.0
2026-05-05 16:49:36,aquanet/water/ph,7.02,OK
2026-05-05 16:49:36,aquanet/water/nitrate,0.37,OK
2026-05-05 16:49:36,aquanet/hydraulic/pressure,4.77,OK
2026-05-05 16:49:36,aquanet/hydraulic/flowrate,87.3,OK
2026-05-05 16:49:36,aquanet/alerts,ALERT E.COLI: 20000.0 CFU/100ml exceeds NPS-FM limit of 540.0 - BACTERIAL CONTAMINATION DETECTED,ALERT
2026-05-05 16:49:36,aquanet/alerts,ALERT TURBIDITY: 11.7 NTU exceeds 5.0 NTU - TREATMENT REQUIRED,ALERT
2026-05-05 16:49:36,aquanet/alerts,ALERT PRESSURE HIGH: 4.77 bar exceeds 4.0 bar - PIPE BURST RISK,ALERT
2026-05-05 16:49:46,aquanet/water/turbidity,13.5,ALERT - Turbidity 13.5 NTU exceeds 5.0
2026-05-05 16:49:46,aquanet/water/ecoli,200.0,OK
2026-05-05 16:49:46,aquanet/water/ph,7.1,OK
2026-05-05 16:49:46,aquanet/water/nitrate,0.5,OK
2026-05-05 16:49:46,aquanet/hydraulic/pressure,2.93,OK
2026-05-05 16:49:46,aquanet/hydraulic/flowrate,99.3,OK
2026-05-05 16:49:46,aquanet/alerts,ALERT TURBIDITY: 13.5 NTU exceeds 5.0 NTU - TREATMENT REQUIRED,ALERT
2026-05-05 16:49:56,aquanet/water/turbidity,115.0,ALERT - Turbidity 115.0 NTU exceeds 5.0
2026-05-05 16:49:56,aquanet/water/ecoli,11000.0,ALERT - E.coli 11000.0 CFU/100ml exceeds 540.0
2026-05-05 16:49:56,aquanet/water/ph,7.04,OK
2026-05-05 16:49:56,aquanet/water/nitrate,0.57,OK
2026-05-05 16:49:56,aquanet/hydraulic/pressure,5.82,ALERT - Pressure 5.82 bar exceeds 5.0
2026-05-05 16:49:56,aquanet/hydraulic/flowrate,84.7,OK
2026-05-05 16:49:56,aquanet/alerts,ALERT E.COLI: 11000.0 CFU/100ml exceeds NPS-FM limit of 540.0 - BACTERIAL CONTAMINATION DETECTED,ALERT
2026-05-05 16:49:56,aquanet/alerts,ALERT TURBIDITY: 115.0 NTU exceeds 5.0 NTU - TREATMENT REQUIRED,ALERT
2026-05-05 16:49:56,aquanet/alerts,ALERT PRESSURE HIGH: 5.82 bar exceeds 4.0 bar - PIPE BURST RISK,ALERT
2026-05-05 16:50:06,aquanet/water/turbidity,11.2,ALERT - Turbidity 11.2 NTU exceeds 5.0
2026-05-05 16:50:06,aquanet/water/ecoli,2700.0,ALERT - E.coli 2700.0 CFU/100ml exceeds 540.0
2026-05-05 16:50:06,aquanet/water/ph,6.73,OK
2026-05-05 16:50:06,aquanet/water/nitrate,0.41,OK
2026-05-05 16:50:06,aquanet/hydraulic/pressure,5.81,ALERT - Pressure 5.81 bar exceeds 5.0
2026-05-05 16:50:06,aquanet/hydraulic/flowrate,97.0,OK
2026-05-05 16:50:06,aquanet/alerts,ALERT E.COLI: 2700.0 CFU/100ml exceeds NPS-FM limit of 540.0 - BACTERIAL CONTAMINATION DETECTED,ALERT
2026-05-05 16:50:06,aquanet/alerts,ALERT TURBIDITY: 11.2 NTU exceeds 5.0 NTU - TREATMENT REQUIRED,ALERT
2026-05-05 16:50:06,aquanet/alerts,ALERT PRESSURE HIGH: 5.81 bar exceeds 4.0 bar - PIPE BURST RISK,ALERT
2026-05-05 16:50:16,aquanet/water/turbidity,45.0,ALERT - Turbidity 45.0 NTU exceeds 5.0
2026-05-05 16:50:16,aquanet/water/ecoli,400.0,OK
2026-05-05 16:50:16,aquanet/water/ph,6.99,OK
2026-05-05 16:50:16,aquanet/water/nitrate,0.35,OK
2026-05-05 16:50:16,aquanet/hydraulic/pressure,5.16,ALERT - Pressure 5.16 bar exceeds 5.0
2026-05-05 16:50:16,aquanet/hydraulic/flowrate,99.2,OK
2026-05-05 16:50:16,aquanet/alerts,ALERT TURBIDITY: 45.0 NTU exceeds 5.0 NTU - TREATMENT REQUIRED,ALERT
2026-05-05 16:50:16,aquanet/alerts,ALERT PRESSURE HIGH: 5.16 bar exceeds 4.0 bar - PIPE BURST RISK,ALERT
2026-05-05 16:50:26,aquanet/water/turbidity,23.0,ALERT - Turbidity 23.0 NTU exceeds 5.0
2026-05-05 16:50:26,aquanet/water/ecoli,900.0,ALERT - E.coli 900.0 CFU/100ml exceeds 540.0
2026-05-05 16:50:26,aquanet/water/ph,7.31,OK
2026-05-05 16:50:26,aquanet/water/nitrate,0.44,OK
2026-05-05 16:50:26,aquanet/hydraulic/pressure,4.51,OK
2026-05-05 16:50:26,aquanet/hydraulic/flowrate,84.2,OK
2026-05-05 16:50:26,aquanet/alerts,ALERT E.COLI: 900.0 CFU/100ml exceeds NPS-FM limit of 540.0 - BACTERIAL CONTAMINATION DETECTED,ALERT
2026-05-05 16:50:26,aquanet/alerts,ALERT TURBIDITY: 23.0 NTU exceeds 5.0 NTU - TREATMENT REQUIRED,ALERT
2026-05-05 16:50:26,aquanet/alerts,ALERT PRESSURE HIGH: 4.51 bar exceeds 4.0 bar - PIPE BURST RISK,ALERT
2026-05-05 16:50:36,aquanet/water/turbidity,9.2,ALERT - Turbidity 9.2 NTU exceeds 5.0
2026-05-05 16:50:36,aquanet/water/ecoli,2100.0,ALERT - E.coli 2100.0 CFU/100ml exceeds 540.0
2026-05-05 16:50:36,aquanet/water/ph,6.99,OK
2026-05-05 16:50:36,aquanet/water/nitrate,0.41,OK
2026-05-05 16:50:36,aquanet/hydraulic/pressure,5.31,ALERT - Pressure 5.31 bar exceeds 5.0
2026-05-05 16:50:36,aquanet/hydraulic/flowrate,73.0,OK
2026-05-05 16:50:36,aquanet/alerts,ALERT E.COLI: 2100.0 CFU/100ml exceeds NPS-FM limit of 540.0 - BACTERIAL CONTAMINATION DETECTED,ALERT
2026-05-05 16:50:36,aquanet/alerts,ALERT TURBIDITY: 9.2 NTU exceeds 5.0 NTU - TREATMENT REQUIRED,ALERT
2026-05-05 16:50:36,aquanet/alerts,ALERT PRESSURE HIGH: 5.31 bar exceeds 4.0 bar - PIPE BURST RISK,ALERT
2026-05-05 16:50:46,aquanet/water/turbidity,16.2,ALERT - Turbidity 16.2 NTU exceeds 5.0
2026-05-05 16:50:46,aquanet/water/ecoli,2100.0,ALERT - E.coli 2100.0 CFU/100ml exceeds 540.0
2026-05-05 16:50:46,aquanet/water/ph,7.09,OK
2026-05-05 16:50:46,aquanet/water/nitrate,0.33,OK
2026-05-05 16:50:46,aquanet/hydraulic/pressure,4.99,OK
2026-05-05 16:50:46,aquanet/hydraulic/flowrate,71.0,OK
2026-05-05 16:50:46,aquanet/alerts,ALERT E.COLI: 2100.0 CFU/100ml exceeds NPS-FM limit of 540.0 - BACTERIAL CONTAMINATION DETECTED,ALERT
2026-05-05 16:50:46,aquanet/alerts,ALERT TURBIDITY: 16.2 NTU exceeds 5.0 NTU - TREATMENT REQUIRED,ALERT
2026-05-05 16:50:46,aquanet/alerts,ALERT PRESSURE HIGH: 4.99 bar exceeds 4.0 bar - PIPE BURST RISK,ALERT
2026-05-05 16:50:56,aquanet/water/turbidity,16.6,ALERT - Turbidity 16.6 NTU exceeds 5.0
2026-05-05 16:50:56,aquanet/water/ecoli,2100.0,ALERT - E.coli 2100.0 CFU/100ml exceeds 540.0
2026-05-05 16:50:56,aquanet/water/ph,6.94,OK
2026-05-05 16:50:56,aquanet/water/nitrate,0.38,OK
2026-05-05 16:50:56,aquanet/hydraulic/pressure,5.1,ALERT - Pressure 5.1 bar exceeds 5.0
2026-05-05 16:50:56,aquanet/hydraulic/flowrate,88.9,OK
2026-05-05 16:50:56,aquanet/alerts,ALERT E.COLI: 2100.0 CFU/100ml exceeds NPS-FM limit of 540.0 - BACTERIAL CONTAMINATION DETECTED,ALERT
2026-05-05 16:50:56,aquanet/alerts,ALERT TURBIDITY: 16.6 NTU exceeds 5.0 NTU - TREATMENT REQUIRED,ALERT
2026-05-05 16:50:56,aquanet/alerts,ALERT PRESSURE HIGH: 5.1 bar exceeds 4.0 bar - PIPE BURST RISK,ALERT
2026-05-05 16:51:06,aquanet/water/turbidity,7.0,ALERT - Turbidity 7.0 NTU exceeds 5.0
2026-05-05 16:51:06,aquanet/water/ecoli,700.0,ALERT - E.coli 700.0 CFU/100ml exceeds 540.0
2026-05-05 16:51:06,aquanet/water/ph,6.69,OK
2026-05-05 16:51:06,aquanet/water/nitrate,0.33,OK
2026-05-05 16:51:06,aquanet/hydraulic/pressure,5.54,ALERT - Pressure 5.54 bar exceeds 5.0
2026-05-05 16:51:06,aquanet/hydraulic/flowrate,94.3,OK
2026-05-05 16:51:06,aquanet/alerts,ALERT E.COLI: 700.0 CFU/100ml exceeds NPS-FM limit of 540.0 - BACTERIAL CONTAMINATION DETECTED,ALERT
2026-05-05 16:51:06,aquanet/alerts,ALERT TURBIDITY: 7.0 NTU exceeds 5.0 NTU - TREATMENT REQUIRED,ALERT
2026-05-05 16:51:06,aquanet/alerts,ALERT PRESSURE HIGH: 5.54 bar exceeds 4.0 bar - PIPE BURST RISK,ALERT
2026-05-05 16:51:16,aquanet/water/turbidity,10.8,ALERT - Turbidity 10.8 NTU exceeds 5.0
2026-05-05 16:51:16,aquanet/water/ecoli,1200.0,ALERT - E.coli 1200.0 CFU/100ml exceeds 540.0
2026-05-05 16:51:16,aquanet/water/ph,7.23,OK
2026-05-05 16:51:16,aquanet/water/nitrate,0.28,OK
2026-05-05 16:51:16,aquanet/hydraulic/pressure,5.27,ALERT - Pressure 5.27 bar exceeds 5.0
2026-05-05 16:51:16,aquanet/hydraulic/flowrate,82.7,OK
2026-05-05 16:51:16,aquanet/alerts,ALERT E.COLI: 1200.0 CFU/100ml exceeds NPS-FM limit of 540.0 - BACTERIAL CONTAMINATION DETECTED,ALERT
2026-05-05 16:51:16,aquanet/alerts,ALERT TURBIDITY: 10.8 NTU exceeds 5.0 NTU - TREATMENT REQUIRED,ALERT
2026-05-05 16:51:16,aquanet/alerts,ALERT PRESSURE HIGH: 5.27 bar exceeds 4.0 bar - PIPE BURST RISK,ALERT
2026-05-05 16:51:26,aquanet/water/turbidity,12.3,ALERT - Turbidity 12.3 NTU exceeds 5.0
2026-05-05 16:51:26,aquanet/water/ecoli,1100.0,ALERT - E.coli 1100.0 CFU/100ml exceeds 540.0
2026-05-05 16:51:26,aquanet/water/ph,7.06,OK
2026-05-05 16:51:26,aquanet/water/nitrate,0.33,OK
2026-05-05 16:51:26,aquanet/hydraulic/pressure,4.6,OK
2026-05-05 16:51:26,aquanet/hydraulic/flowrate,92.2,OK
2026-05-05 16:51:26,aquanet/alerts,ALERT E.COLI: 1100.0 CFU/100ml exceeds NPS-FM limit of 540.0 - BACTERIAL CONTAMINATION DETECTED,ALERT
2026-05-05 16:51:26,aquanet/alerts,ALERT TURBIDITY: 12.3 NTU exceeds 5.0 NTU - TREATMENT REQUIRED,ALERT
2026-05-05 16:51:26,aquanet/alerts,ALERT PRESSURE HIGH: 4.6 bar exceeds 4.0 bar - PIPE BURST RISK,ALERT
2026-05-05 16:51:36,aquanet/water/turbidity,13.2,ALERT - Turbidity 13.2 NTU exceeds 5.0
2026-05-05 16:51:36,aquanet/water/ecoli,1100.0,ALERT - E.coli 1100.0 CFU/100ml exceeds 540.0
2026-05-05 16:51:36,aquanet/water/ph,7.16,OK
2026-05-05 16:51:36,aquanet/water/nitrate,0.27,OK
2026-05-05 16:51:36,aquanet/hydraulic/pressure,3.33,OK
2026-05-05 16:51:36,aquanet/hydraulic/flowrate,97.2,OK
2026-05-05 16:51:36,aquanet/alerts,ALERT E.COLI: 1100.0 CFU/100ml exceeds NPS-FM limit of 540.0 - BACTERIAL CONTAMINATION DETECTED,ALERT
2026-05-05 16:51:36,aquanet/alerts,ALERT TURBIDITY: 13.2 NTU exceeds 5.0 NTU - TREATMENT REQUIRED,ALERT
2026-05-05 16:51:46,aquanet/water/turbidity,9.6,ALERT - Turbidity 9.6 NTU exceeds 5.0
2026-05-05 16:51:46,aquanet/water/ecoli,2200.0,ALERT - E.coli 2200.0 CFU/100ml exceeds 540.0
2026-05-05 16:51:46,aquanet/water/ph,7.27,OK
2026-05-05 16:51:46,aquanet/water/nitrate,0.3,OK
2026-05-05 16:51:46,aquanet/hydraulic/pressure,5.84,ALERT - Pressure 5.84 bar exceeds 5.0
2026-05-05 16:51:46,aquanet/hydraulic/flowrate,72.7,OK
2026-05-05 16:51:46,aquanet/alerts,ALERT E.COLI: 2200.0 CFU/100ml exceeds NPS-FM limit of 540.0 - BACTERIAL CONTAMINATION DETECTED,ALERT
2026-05-05 16:51:46,aquanet/alerts,ALERT TURBIDITY: 9.6 NTU exceeds 5.0 NTU - TREATMENT REQUIRED,ALERT
2026-05-05 16:51:46,aquanet/alerts,ALERT PRESSURE HIGH: 5.84 bar exceeds 4.0 bar - PIPE BURST RISK,ALERT
2026-05-05 16:51:56,aquanet/water/turbidity,13.6,ALERT - Turbidity 13.6 NTU exceeds 5.0
2026-05-05 16:51:56,aquanet/water/ecoli,1800.0,ALERT - E.coli 1800.0 CFU/100ml exceeds 540.0
2026-05-05 16:51:56,aquanet/water/ph,6.91,OK
2026-05-05 16:51:56,aquanet/water/nitrate,0.4,OK
2026-05-05 16:51:56,aquanet/hydraulic/pressure,4.65,OK
2026-05-05 16:51:56,aquanet/hydraulic/flowrate,78.2,OK
2026-05-05 16:51:56,aquanet/alerts,ALERT E.COLI: 1800.0 CFU/100ml exceeds NPS-FM limit of 540.0 - BACTERIAL CONTAMINATION DETECTED,ALERT
2026-05-05 16:51:56,aquanet/alerts,ALERT TURBIDITY: 13.6 NTU exceeds 5.0 NTU - TREATMENT REQUIRED,ALERT
2026-05-05 16:51:56,aquanet/alerts,ALERT PRESSURE HIGH: 4.65 bar exceeds 4.0 bar - PIPE BURST RISK,ALERT
2026-05-05 16:52:06,aquanet/water/turbidity,7.3,ALERT - Turbidity 7.3 NTU exceeds 5.0
2026-05-05 16:52:06,aquanet/water/ecoli,600.0,ALERT - E.coli 600.0 CFU/100ml exceeds 540.0
2026-05-05 16:52:06,aquanet/water/ph,7.01,OK
2026-05-05 16:52:06,aquanet/water/nitrate,0.34,OK
2026-05-05 16:52:06,aquanet/hydraulic/pressure,4.77,OK
2026-05-05 16:52:06,aquanet/hydraulic/flowrate,71.9,OK
2026-05-05 16:52:06,aquanet/alerts,ALERT E.COLI: 600.0 CFU/100ml exceeds NPS-FM limit of 540.0 - BACTERIAL CONTAMINATION DETECTED,ALERT
2026-05-05 16:52:06,aquanet/alerts,ALERT TURBIDITY: 7.3 NTU exceeds 5.0 NTU - TREATMENT REQUIRED,ALERT
2026-05-05 16:52:06,aquanet/alerts,ALERT PRESSURE HIGH: 4.77 bar exceeds 4.0 bar - PIPE BURST RISK,ALERT
2026-05-05 16:52:16,aquanet/water/turbidity,7.4,ALERT - Turbidity 7.4 NTU exceeds 5.0
2026-05-05 16:52:16,aquanet/water/ecoli,3000.0,ALERT - E.coli 3000.0 CFU/100ml exceeds 540.0
2026-05-05 16:52:16,aquanet/water/ph,7.1,OK
2026-05-05 16:52:16,aquanet/water/nitrate,0.45,OK
2026-05-05 16:52:16,aquanet/hydraulic/pressure,5.41,ALERT - Pressure 5.41 bar exceeds 5.0
2026-05-05 16:52:16,aquanet/hydraulic/flowrate,80.9,OK
2026-05-05 16:52:16,aquanet/alerts,ALERT E.COLI: 3000.0 CFU/100ml exceeds NPS-FM limit of 540.0 - BACTERIAL CONTAMINATION DETECTED,ALERT
2026-05-05 16:52:16,aquanet/alerts,ALERT TURBIDITY: 7.4 NTU exceeds 5.0 NTU - TREATMENT REQUIRED,ALERT
2026-05-05 16:52:16,aquanet/alerts,ALERT PRESSURE HIGH: 5.41 bar exceeds 4.0 bar - PIPE BURST RISK,ALERT
2026-05-05 16:52:26,aquanet/water/turbidity,9.9,ALERT - Turbidity 9.9 NTU exceeds 5.0
2026-05-05 16:52:26,aquanet/water/ecoli,730.0,ALERT - E.coli 730.0 CFU/100ml exceeds 540.0
2026-05-05 16:52:26,aquanet/water/ph,7.13,OK
2026-05-05 16:52:26,aquanet/water/nitrate,0.43,OK
2026-05-05 16:52:26,aquanet/hydraulic/pressure,3.43,OK
2026-05-05 16:52:26,aquanet/hydraulic/flowrate,83.3,OK
2026-05-05 16:52:26,aquanet/alerts,ALERT E.COLI: 730.0 CFU/100ml exceeds NPS-FM limit of 540.0 - BACTERIAL CONTAMINATION DETECTED,ALERT
2026-05-05 16:52:26,aquanet/alerts,ALERT TURBIDITY: 9.9 NTU exceeds 5.0 NTU - TREATMENT REQUIRED,ALERT
2026-05-05 16:52:36,aquanet/water/turbidity,9.6,ALERT - Turbidity 9.6 NTU exceeds 5.0
2026-05-05 16:52:36,aquanet/water/ecoli,1500.0,ALERT - E.coli 1500.0 CFU/100ml exceeds 540.0
2026-05-05 16:52:36,aquanet/water/ph,7.02,OK
2026-05-05 16:52:36,aquanet/water/nitrate,0.54,OK
2026-05-05 16:52:36,aquanet/hydraulic/pressure,5.26,ALERT - Pressure 5.26 bar exceeds 5.0
2026-05-05 16:52:36,aquanet/hydraulic/flowrate,73.1,OK
2026-05-05 16:52:36,aquanet/alerts,ALERT E.COLI: 1500.0 CFU/100ml exceeds NPS-FM limit of 540.0 - BACTERIAL CONTAMINATION DETECTED,ALERT
2026-05-05 16:52:36,aquanet/alerts,ALERT TURBIDITY: 9.6 NTU exceeds 5.0 NTU - TREATMENT REQUIRED,ALERT
2026-05-05 16:52:36,aquanet/alerts,ALERT PRESSURE HIGH: 5.26 bar exceeds 4.0 bar - PIPE BURST RISK,ALERT
2026-05-05 16:52:46,aquanet/water/turbidity,8.2,ALERT - Turbidity 8.2 NTU exceeds 5.0
2026-05-05 16:52:46,aquanet/water/ecoli,26000.0,ALERT - E.coli 26000.0 CFU/100ml exceeds 540.0
2026-05-05 16:52:46,aquanet/water/ph,7.01,OK
2026-05-05 16:52:46,aquanet/water/nitrate,0.42,OK
2026-05-05 16:52:46,aquanet/hydraulic/pressure,5.11,ALERT - Pressure 5.11 bar exceeds 5.0
2026-05-05 16:52:46,aquanet/hydraulic/flowrate,95.5,OK
2026-05-05 16:52:46,aquanet/alerts,ALERT E.COLI: 26000.0 CFU/100ml exceeds NPS-FM limit of 540.0 - BACTERIAL CONTAMINATION DETECTED,ALERT
2026-05-05 16:52:46,aquanet/alerts,ALERT TURBIDITY: 8.2 NTU exceeds 5.0 NTU - TREATMENT REQUIRED,ALERT
2026-05-05 16:52:46,aquanet/alerts,ALERT PRESSURE HIGH: 5.11 bar exceeds 4.0 bar - PIPE BURST RISK,ALERT
2026-05-05 16:52:56,aquanet/water/turbidity,15.8,ALERT - Turbidity 15.8 NTU exceeds 5.0
2026-05-05 16:52:56,aquanet/water/ecoli,11000.0,ALERT - E.coli 11000.0 CFU/100ml exceeds 540.0
2026-05-05 16:52:56,aquanet/water/ph,6.64,OK
2026-05-05 16:52:56,aquanet/water/nitrate,0.33,OK
2026-05-05 16:52:56,aquanet/hydraulic/pressure,2.99,OK
2026-05-05 16:52:56,aquanet/hydraulic/flowrate,80.5,OK
2026-05-05 16:52:56,aquanet/alerts,ALERT E.COLI: 11000.0 CFU/100ml exceeds NPS-FM limit of 540.0 - BACTERIAL CONTAMINATION DETECTED,ALERT
2026-05-05 16:52:56,aquanet/alerts,ALERT TURBIDITY: 15.8 NTU exceeds 5.0 NTU - TREATMENT REQUIRED,ALERT
2026-05-05 16:53:06,aquanet/water/turbidity,17.9,ALERT - Turbidity 17.9 NTU exceeds 5.0
2026-05-05 16:53:06,aquanet/water/ecoli,2600.0,ALERT - E.coli 2600.0 CFU/100ml exceeds 540.0
2026-05-05 16:53:06,aquanet/water/ph,6.8,OK
2026-05-05 16:53:06,aquanet/water/nitrate,0.3,OK
2026-05-05 16:53:06,aquanet/hydraulic/pressure,4.92,OK
2026-05-05 16:53:06,aquanet/hydraulic/flowrate,79.9,OK
2026-05-05 16:53:06,aquanet/alerts,ALERT E.COLI: 2600.0 CFU/100ml exceeds NPS-FM limit of 540.0 - BACTERIAL CONTAMINATION DETECTED,ALERT
2026-05-05 16:53:06,aquanet/alerts,ALERT TURBIDITY: 17.9 NTU exceeds 5.0 NTU - TREATMENT REQUIRED,ALERT
2026-05-05 16:53:06,aquanet/alerts,ALERT PRESSURE HIGH: 4.92 bar exceeds 4.0 bar - PIPE BURST RISK,ALERT
2026-05-05 16:53:16,aquanet/water/turbidity,19.3,ALERT - Turbidity 19.3 NTU exceeds 5.0
2026-05-05 16:53:16,aquanet/water/ecoli,2200.0,ALERT - E.coli 2200.0 CFU/100ml exceeds 540.0
2026-05-05 16:53:16,aquanet/water/ph,6.7,OK
2026-05-05 16:53:16,aquanet/water/nitrate,0.26,OK
2026-05-05 16:53:16,aquanet/hydraulic/pressure,5.28,ALERT - Pressure 5.28 bar exceeds 5.0
